word,rootWord,sentimentTag,sentimentStrength,partOfSpeech,definition,exampleSentence,domain,relatedWords,isNegatable
spray,spray,neutral,0,verb,Menyembur cecair dengan alat penyembur (pinjaman bahasa Inggeris).,Dia spray cat pada dinding lama itu.,general,"['sembur', 'menyembur']",True
langgar...,langgar,negative,-0.5,verb,Melanggar peraturan; melanggar (bertembung/memukul).,Kereta itu langgar... lampu isyarat merah.,"law, transport","['melanggar', 'bertembung', 'merempuh']",True
jaya,jaya,positive,0.8,noun,Kejayaan; kemenangan.,Semoga anda sentiasa jaya dalam semua usaha anda.,general,"['berjaya', 'sukses', 'menang']",False
Kakak..,kakak,neutral,0,noun,Panggilan untuk saudara perempuan yang lebih tua.,Kakak.. saya bekerja sebagai seorang jurutera.,"family, general","['akak', 'abang', 'adik']",False
Kunci,kunci,neutral,0,"noun, verb",Alat untuk membuka atau mengunci; perbuatan mengunci.,Dia mencari Kunci keretanya yang hilang.,general,"['manggar', 'gembok', 'buka']",True
tau,tahu,neutral,0,verb,Kata tidak formal untuk 'tahu' (memiliki pengetahuan).,Awak tau tak macam mana nak selesaikan masalah ni?,general,"['tahu', 'faham', 'sedar']",True
...,,neutral,0,punctuation,Tanda elipsis; menunjukkan jeda atau pemotongan teks.,Dia terdiam ... sebelum memberikan jawapan.,general,[],False
dlu,dulu,neutral,0,adverb,Kata tidak formal untuk 'dulu' (pada masa lalu).,Dia tinggal di kampung ini dlu sebelum berpindah ke bandar.,general,"['dulu', 'dahulu', 'awal']",False
(respect).,hormat,positive,0.7,noun,Perasaan atau sikap menghargai dan menghormati.,Kita harus ada (respect). terhadap orang tua dan guru.,"general, social","['hormat', 'penghargaan', 'sanjungan']",False
dekat,dekat,neutral,0,"adjective, preposition",Tidak jauh; hampir; juga boleh merujuk kepada 'di' atau 'kepada' dalam konteks tidak formal.,Rumahnya dekat dengan sekolah.,general,"['hampir', 'rapat', 'jauh']",True
kasus,kasus,neutral,0,noun,Perkara; kejadian; kes (sering digunakan dalam konteks perundangan).,Kasus jenayah itu masih dalam siasatan polis.,"legal, general","['kes', 'perkara', 'kejadian']",False
brader..,"abang, saudara",neutral,0,noun,Kata tidak formal untuk 'abang' atau 'saudara lelaki'.,"Apa khabar, brader.. dah lama tak jumpa.","general, informal","['abang', 'bro', 'kawan']",False
Maling,maling,negative,-0.8,noun,Pencuri; seseorang yang mencuri (sering digunakan dalam konteks informal atau dari pengaruh Indonesia).,Maling itu telah ditangkap polis selepas rompakan.,crime,"['pencuri', 'perompak', 'penyamun']",False
diri,diri,neutral,0,"noun, pronoun",Peribadi seseorang; tubuh sendiri.,Dia harus menjaga diri dan kesihatan dengan baik.,"general, psychology","['sendiri', 'peribadi', 'tubuh']",False
pichang,pincang,negative,-0.4,adjective,Kata tidak formal/slang yang mungkin merujuk kepada 'pincang' (tempang; tidak seimbang; cacat).,Kaki kucing itu pichang setelah dilanggar motosikal.,"general, health","['tempang', 'cacat', 'senget']",True
to,to,neutral,0,preposition,"Kata sendi nama dari bahasa Inggeris, menunjukkan arah, tujuan, atau hubungan.",Dia ingin pergi to pasar untuk membeli barang.,general,"['ke', 'kepada']",False
kefai,,neutral,0,unidentified,"Kata tidak dikenal pasti atau sangat tidak formal, kemungkinan salah eja atau istilah slang yang sangat khusus.",Dia cakap pasal 'kefai' tapi saya tak faham maksudnya.,general,[],False
Cis,Cis,negative,-0.6,interjection,"Ungkapan rasa marah, benci, atau tidak puas hati.",Cis! Berani betul dia menipu orang ramai.,general,"['aduh', 'sial', 'bodoh']",False
menteri,menteri,neutral,0,noun,Anggota kabinet kerajaan yang mengepalai sesuatu kementerian.,Menteri Kewangan akan membentangkan bajet di Parlimen.,politics,"['perdana menteri', 'anggota kabinet', 'ahli politik']",False
pastikan,pasti,neutral,0,verb,Membuat sesuatu menjadi pasti; memastikan.,Sila pastikan pintu terkunci sebelum anda keluar.,general,"['memastikan', 'menjamin', 'menentukan']",True
vios,vios,neutral,0,noun,Merujuk kepada model kereta Toyota Vios.,Dia baru sahaja membeli kereta model vios baharu.,automotive,"['kereta', 'Toyota', 'kenderaan']",False
xrespect,hormat,negative,-0.8,verb,Kata tidak formal/slang untuk 'tidak menghormati' atau 'tiada rasa hormat'.,"Dia xrespect langsung orang tua, sungguh biadap.","general, social","['tidak hormat', 'kurang ajar', 'biadap']",False
HON,hon,neutral,0,verb,Membunyikan hon kenderaan; bunyi hon yang dihasilkan.,Pemandu itu HON kuat-kuat apabila terperangkap dalam kesesakan.,transport,"['bunyi', 'klakson', 'siren']",True
lelaki,lelaki,neutral,0,noun,Manusia yang berjenis kelamin jantan; pria.,Lelaki itu sedang membaca buku di taman.,general,"['pria', 'jantan', 'wanita (antonym)']",False
Nk,nak,neutral,0,verb (colloquial),"Bentuk singkatan tidak formal bagi 'hendak', menyatakan keinginan atau hasrat.",Saya Nk pergi ke kedai sekarang.,colloquial,"['hendak', 'ingin', 'mahu']",True
broken,broken,negative,-0.7,adjective,"(Inggeris) Rosak, pecah, tidak berfungsi. Sering digunakan dalam konteks perbualan tidak formal di Malaysia.",Telefon saya sudah broken dan tidak boleh digunakan.,general,"['rosak', 'pecah', 'hancur']",True
puas,puas,positive,0.6,adjective,"Merasa senang, gembira atau cukup dengan sesuatu yang diterima atau dilakukan; berasa kenyang (untuk makanan).",Dia berasa puas hati dengan hasil kerjanya yang cemerlang.,general,"['gembira', 'kenyang', 'kecewa (antonym)']",True
termasuk,masuk,neutral,0,verb,Telah dimasukkan; terkandung di dalamnya; meliputi.,Harga pakej itu termasuk tiket penerbangan dan penginapan.,general,"['meliputi', 'merangkumi', 'terkecuali (antonym)']",False
lumrah...,lumrah,neutral,0,noun/adjective,"Sesuatu yang biasa, sudah menjadi kebiasaan, adat atau ketentuan alam.",Kematian adalah lumrah kehidupan yang tidak dapat dielakkan.,philosophy,"['biasa', 'lazim', 'normal']",True
salam,salam,positive,0.5,noun/interjection,Ucapan selamat sejahtera atau doa kebaikan; ucapan sapaan.,Berikan salam kepada semua orang yang awak temui.,social,"['sapaan', 'tabik', 'doa']",False
peduli,peduli,neutral,0,verb/adjective,"Mengambil berat, memberikan perhatian atau prihatin terhadap sesuatu.",Dia tidak peduli dengan apa yang orang lain katakan tentangnya.,general,"['prihatin', 'ambil berat', 'abai (antonym)']",True
attention,attention,neutral,0,noun,"(Inggeris) Perhatian, tumpuan, atau fokus terhadap sesuatu.",Dia cuba menarik attention semua orang di dalam bilik.,general,"['perhatian', 'tumpuan', 'fokus']",False
Mark,mark,neutral,0,noun/verb (English),"(Inggeris) Tanda, skor, atau nilai. Boleh juga bermaksud menanda atau mencatat.",Pelajar itu mendapat Mark yang tinggi dalam peperiksaan.,education,"['tanda', 'skor', 'nilai']",True
repeat,repeat,neutral,0,verb,"(Inggeris) Ulang, melakukan atau menyebut semula sesuatu.",Sila repeat arahan itu supaya semua orang faham.,general,"['ulang', 'mengulang']",True
banyak,banyak,neutral,0,adjective/quantifier,Berjumlah besar; melebihi daripada satu atau sedikit.,Ada banyak buku di perpustakaan awam.,general,"['ramai', 'sedikit (antonym)']",True
bgtu,begitu,neutral,0,adverb (colloquial),"Bentuk singkatan tidak formal bagi 'begitu', bermaksud seperti itu atau sebegitu rupa.",Jangan buat bgtu lagi lain kali.,colloquial,"['begitu', 'macam itu']",True
ulang2,ulang,neutral,0,verb (reduplication),Melakukan atau menyebut sesuatu berulang kali; berkali-kali.,Dia suka ulang2 lagu yang sama setiap hari.,general,"['berulang kali', 'kerap kali']",True
mamat,mamat,neutral,0,noun (slang),(Slanga) Panggilan tidak formal untuk seorang lelaki; budak lelaki.,Mamat itu kawan saya dari zaman sekolah.,colloquial,"['lelaki', 'budak', 'brader']",False
perketatkan,ketat,neutral,0,verb,Menjadikan sesuatu lebih ketat atau lebih tegas; menguatkuasakan dengan lebih ketat.,Pihak berkuasa akan perketatkan undang-undang sedia ada.,"general, politics","['menguatkuasakan', 'mengetatkan', 'melonggarkan (antonym)']",True
Cermin,cermin,neutral,0,noun,Permukaan licin yang memantulkan imej; kaca muka.,Dia memandang dirinya di Cermin sebelum keluar.,general,"['kaca', 'pantulan', 'jendela']",False
kebekakang,belakang,neutral,0,adverb,(Kesalahan ejaan untuk 'kebelakang') Arah atau posisi di bahagian belakang.,Dia berjalan kebekakang perlahan-lahan untuk mengelak.,general,"['belakang', 'hadapan (antonym)']",False
pasir,pasir,neutral,0,noun,Bahan butiran halus yang terbentuk daripada batuan dan mineral; biasanya terdapat di pantai atau sungai.,Kanak-kanak itu bermain pasir di tepi pantai.,geography,"['tanah', 'batu', 'kerikil']",False
Jadi,jadi,neutral,0,verb/conjunction,"Berhasil atau menjadi kenyataan; oleh sebab itu, maka.",Akhirnya impiannya Jadi kenyataan selepas lama berusaha.,general,"['berlaku', 'terjadi', 'maka']",True
recommended,recommended,positive,0.7,adjective,"(Inggeris) Disyorkan, dicadangkan, atau sangat digalakkan.",Restoran itu sangat recommended untuk hidangan makan malam.,"general, commerce","['disyorkan', 'dicadangkan', 'digalakkan']",True
dirompak,rompak,negative,-0.8,verb (passive),Telah dikenakan perbuatan rompak; dicuri atau diserang untuk mengambil harta.,Kedai barang kemas itu dirompak malam tadi oleh sekumpulan penjenayah.,crime,"['dicuri', 'diserang', 'dijarah']",True
Rumah,rumah,neutral,0,noun,Bangunan tempat tinggal manusia; kediaman.,Mereka baru berpindah ke Rumah baru di pinggir bandar.,general,"['kediaman', 'tempat tinggal', 'banglo']",False
disaat2,saat,neutral,0,noun (reduplication with prefix),"Bentuk tidak formal bagi 'di saat-saat', merujuk kepada beberapa waktu atau detik.",Dia tiba disaat2 akhir mesyuarat bermula.,general,"['saat', 'ketika', 'detik']",False
bersenjata,senjata,negative,-0.5,adjective/verb,Mempunyai atau dilengkapi dengan senjata.,Perompak itu bersenjata pistol ketika melakukan rompakan.,"crime, military","['berpeluru', 'bersenapang', 'tidak bersenjata (antonym)']",True
tingkp,tingkap,neutral,0,noun,(Kesalahan ejaan untuk 'tingkap') Bukaan pada dinding untuk cahaya dan udara; jendela.,Dia menutup tingkp biliknya kerana hujan lebat.,general,"['jendela', 'lubang']",False
terutama,utama,neutral,0,adverb/adjective,Paling penting atau paling utama; khususnya.,"Dia suka semua jenis buah, terutama rambutan.",general,"['khususnya', 'paling', 'utama']",False
Sgt,sangat,neutral,0,adverb (colloquial),"Bentuk singkatan tidak formal bagi 'sangat', bermaksud amat atau terlalu.",Dia Sgt pandai dalam mata pelajaran matematik.,colloquial,"['sangat', 'amat', 'terlalu']",False
Macam,macam,neutral,0,adverb/noun,"Seperti, seolah-olah; jenis atau rupa.",Dia kelihatan Macam ibunya sewaktu muda dahulu.,general,"['seperti', 'ibarat', 'jenis']",True
mesti,mesti,neutral,0,adverb/modal verb,"Hendaklah, wajib; tentu, pasti.",Awak mesti datang ke majlis itu esok pagi.,general,"['wajib', 'harus', 'pasti']",True
hormat,hormat,positive,0.7,noun/verb,Perasaan atau sikap menghargai dan menghargai seseorang atau sesuatu; menghargai.,Kita mesti hormat orang tua dan guru-guru kita.,social,"['takzim', 'menghargai', 'benci (antonym)']",True
mencerminkan,cermin,neutral,0,verb,Memantulkan imej; menunjukkan atau melambangkan sesuatu.,Sikapnya yang baik mencerminkan didikan ibu bapanya.,general,"['memantulkan', 'menunjukkan', 'melambangkan']",True
cepat..,cepat,neutral,0,adjective/adverb,Dalam waktu yang singkat; pantas atau laju.,Dia berlari dengan cepat untuk mengejar bas.,general,"['pantas', 'laju', 'lambat (antonym)']",True
kok,kok,neutral,0,particle/interjection (colloquial),"(Slanga/kolokial) Digunakan untuk menyatakan kehairanan, pertanyaan, atau penekanan (sering dari bahasa Jawa/Indonesia).","Kok tak datang lagi, dah lama tunggu ni?",colloquial,"['kenapa', 'mengapa']",False
kejam.,kejam,negative,-0.9,adjective,Tidak mempunyai belas kasihan; bengis dan ganas.,Perbuatan itu sungguh kejam dan tidak berperikemanusiaan.,general,"['bengis', 'ganas', 'zalim', 'baik hati (antonym)']",True
huaaaa,huaaaa,negative,-0.5,interjection/onomatopoeia,"Bunyi tangisan atau ratapan yang kuat, menunjukkan kesedihan atau penderitaan.","Bayi itu menangis, 'Huaaaa!' apabila ibunya pergi.",emotion,"['menangis', 'meratap', 'sedih']",False
.mansa,mangsa,negative,-0.7,noun,"(Dianggap sebagai kesalahan ejaan untuk 'mangsa') Orang atau haiwan yang teraniaya, menderita, atau dibunuh; korban.",Dia menjadi .mansa penipuan internet itu.,"crime, general","['korban', 'kederat', 'sasaran']",False
lh,lah,neutral,0,particle (colloquial),"Bentuk singkatan tidak formal bagi partikel penegas 'lah', digunakan untuk menekankan atau melembutkan ayat.","Cepatlh datang, kami dah lama tunggu!",colloquial,"['lah', 'kan']",False
byk,banyak,neutral,0,adjective/quantifier (colloquial),"Bentuk singkatan tidak formal bagi 'banyak', bermaksud sejumlah besar.",Dia ada byk duit dalam akaun banknya.,colloquial,"['banyak', 'sedikit (antonym)']",True
"selamat,carilah",selamat,positive,0.8,adjective,Bebas daripada bahaya atau musibah; aman dan sejahtera. (Frasa 'carilah' bermaksud mencari),"Semoga anda selamat,carilah tempat berlindung segera.",general,"['aman', 'sejahtera', 'bahaya (antonym)']",True
terlepas,lepas,negative,-0.4,verb,Sudah luput atau tidak dapat dicapai; terluput daripada genggaman.,Dia terlepas bas ke sekolah pagi tadi.,general,"['terluput', 'tercicir', 'tertangkap (antonym)']",False
duit,duit,neutral,0,noun,Mata wang atau wang; alat tukaran untuk membeli barang dan perkhidmatan.,Dia memerlukan lebih banyak duit untuk membeli rumah.,finance,"['wang', 'mata wang', 'harta']",False
Sampai,sampai,neutral,0,verb/preposition,"Tiba di destinasi; hingga ke, hingga batas tertentu.",Dia sudah Sampai di rumah ibunya.,general,"['tiba', 'datang', 'hingga']",True
kenapa,mengapa,neutral,0,interrogative pronoun,Untuk menanyakan sebab atau alasan; mengapa.,Kenapa awak lambat datang ke majlis?,general,"['mengapa', 'sebab']",False
mmbunyikn,bunyi,neutral,0,verb (colloquial/typo),(Bentuk tidak formal/kesalahan ejaan untuk 'membunyikan') Mengeluarkan bunyi; menyebabkan sesuatu berbunyi.,Dia mmbunyikn loceng pintu rumah.,general,"['membunyikan', 'mengeluarkan bunyi']",True
nya,nya,neutral,0,pronoun/suffix,Kata ganti diri ketiga tunggal (ia); juga digunakan sebagai akhiran yang menjadikan kata dasar menjadi kata nama.,Ini bukunya yang tertinggal di atas meja.,grammar,"['dia', 'beliau', '-nya']",False
didakwa?,dakwa,negative,-0.6,verb (passive),Telah dikenakan tuduhan di mahkamah; dituduh.,Dia didakwa? atas kesalahan rasuah.,law,"['dituduh', 'dibicarakan', 'dibebaskan (antonym)']",True
Ka,kah / ke,neutral,0,particle/preposition (colloquial),(Kolokial) Bentuk singkatan bagi partikel penyoal 'kah' atau kata sendi 'ke'.,Betul Ka apa yang dia cakap semalam?,colloquial,"['kah', 'ke']",False
peluru,peluru,neutral,0,noun,Proyektil kecil yang ditembakkan dari senjata api; isi senapang.,Polis menemui beberapa butir peluru di tempat kejadian.,"military, crime","['mesiu', 'anak panah', 'kartrij']",False
sodok,sodok,neutral,0,verb,"Memasukkan atau menolak sesuatu dengan paksa atau tiba-tiba, biasanya menggunakan hujung sesuatu alat.",Dia menyodok sampah ke dalam tong.,general,"['tolak', 'cucuk', 'jolok']",True
ni,ini,neutral,0,demonstrative_pronoun,"Singkatan bagi 'ini', menunjukkan sesuatu yang dekat atau yang sedang dibicarakan.",Buku ni saya punya.,informal,['ini'],False
kalau,kalau,neutral,0,conjunction,Menunjukkan syarat atau kemungkinan; sekiranya.,"Kalau hujan, kita tak jadi keluar.",general,"['sekiranya', 'andai', 'jika']",False
jangan,jangan,neutral,0,prohibitory_particle,Kata larangan untuk melakukan sesuatu.,Jangan bising di sini.,general,['usah'],False
Bodohmy,bodoh,negative,-0.8,adjective,Tidak cerdik; tidak pintar; dungu.,Janganlah berkelakuan bodoh.,general,"['dungu', 'bebal', 'pandai (antonym)']",True
bg,bagi,neutral,0,verb,Memberikan sesuatu kepada seseorang.,Tolong bg saya buku itu.,informal,"['beri', 'serah']",True
protes,protes,negative,-0.6,noun,Bantahan atau pernyataan tidak setuju secara terbuka.,Mereka mengadakan protes terhadap kenaikan harga barang.,"politics, social","['bantahan', 'demonstrasi', 'bangkang']",True
respek😂,hormat,positive,0.7,noun,Perasaan atau perbuatan menghargai seseorang atau sesuatu; hormat.,Kami ada respek yang tinggi kepada guru itu.,informal,"['hormat', 'penghargaan']",True
pd,pada,neutral,0,preposition,"Menunjukkan tempat, waktu, atau perbandingan; di.",Buku itu ada pd saya.,general,"['di', 'ke']",False
gerak,gerak,neutral,0,verb,Mengubah kedudukan; bergerak.,Dia gerak perlahan-lahan.,general,"['bergerak', 'alih', 'ubah']",True
lain2..,lain,neutral,0,adjective,Berbagai-bagai; tidak sama; yang lain.,Ada banyak hal lain-lain yang perlu diselesaikan.,general,"['pelbagai', 'lain']",True
Sering,sering,neutral,0,adverb,Kerap kali; selalu.,Dia sering datang melawat kami.,general,"['kerap', 'selalu', 'jarang (antonym)']",True
Bagi,bagi,neutral,0,verb,Memberikan sesuatu kepada seseorang.,Dia bagi hadiah kepada adiknya.,general,"['beri', 'serah']",True
habiskan,habis,neutral,0,verb,Menggunakan sesuatu sehingga tidak ada lagi; menyelesaikan.,Dia habiskan semua makanan itu.,general,"['selesaikan', 'gunakan']",True
untuk,untuk,neutral,0,preposition,Kata sendi nama yang menunjukkan tujuan atau kegunaan.,Buku ini untuk kamu.,general,"['bagi', 'demi']",False
membunuh,bunuh,negative,-0.9,verb,Menyebabkan kematian; menghilangkan nyawa.,Dia dituduh membunuh jirannya.,"crime, law","['bunuh', 'maut', 'hidupkan (antonym)']",True
handal,handal,positive,0.8,adjective,Cekap; mahir; dapat diharap.,Dia seorang pemain bola sepak yang handal.,general,"['cekap', 'mahir', 'hebat', 'lemah (antonym)']",True
"melawan,",lawan,neutral,0,verb,Menentang; bertarung; menahan.,Dia cuba melawan musuhnya.,general,"['menentang', 'berjuang', 'menyerah (antonym)']",True
Kali,kali,neutral,0,noun,Menunjukkan bilangan gandaan atau peristiwa.,Saya datang dua kali seminggu.,general,"['ganda', 'peristiwa']",False
lenggang,lenggang,neutral,0,verb,Mengayunkan tangan atau badan ketika berjalan.,Dia berjalan dengan lenggang kangkung.,general,"['ayun', 'goyang']",True
died,mati,negative,-0.7,verb,Meninggal dunia; tidak bernyawa lagi. (English: Passed away; no longer alive.),Kucing itu died semalam. (Kucing itu mati semalam.),general,"['mati', 'meninggal', 'hidup (antonym)']",True
